"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Grain moisture content - %|CO_321:0001198","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Heading time - Julian date (JD)|CO_321:0001233","Plant height - cm|CO_321:0001301","notes"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314960","IL2022-4237","22-4237","plot","322526","SI_Urb_23-115","1","1","115","20","4","test","","","","","14","726.32","6524.99","","","obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315528","IL2022-17244","22-17244","plot","323857","SI_Urb_23-1150","1","1","1150","4","25","test","","","","","14","800.11","6203.94","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315474","IL2022-18049","22-18049","plot","323066","SI_Urb_23-1151","1","1","1151","3","25","test","","","","","14","794.93","7620.36","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314594","IL2022-2254","22-2254","plot","323235","SI_Urb_23-1152","1","1","1152","2","25","test","","","","","14","780.69","6770.5","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315688","IL2022-6364","22-6364","plot","323318","SI_Urb_23-1153","1","1","1153","2","26","test","","","","","14","769.04","6213.38","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315745","IL2022-14320","22-14320","plot","323541","SI_Urb_23-1154","1","1","1154","3","26","test","","","","","14","796.23","6676.08","","","hd:E, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315725","IL2022-3936","22-3936","plot","322953","SI_Urb_23-1155","1","1","1155","4","26","test","","","","","14","797.52","6817.72","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315511","IL2022-3736","22-3736","plot","322640","SI_Urb_23-1156","1","1","1156","5","26","test","","","","","14","781.99","6421.12","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315034","IL2022-22115","22-22115","plot","323530","SI_Urb_23-1157","1","1","1157","6","26","test","","","","","14","781.99","6647.75","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315248","IL2022-6142","22-6142","plot","323720","SI_Urb_23-1158","1","1","1158","7","26","test","","","","","14","796.23","7403.17","","","hd:E, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315789","IL2022-18751","22-18751","plot","322865","SI_Urb_23-1159","1","1","1159","8","26","test","","","","","14","784.58","6949.92","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314846","IL2022-17066","22-17066","plot","322443","SI_Urb_23-116","1","1","116","21","4","test","","","","","14","736.67","7629.8","","","obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314990","IL2022-6973","22-6973","plot","323510","SI_Urb_23-1160","1","1","1160","9","26","test","","","","","14","818.24","7223.76","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315835","IL2022-22556","22-22556","plot","323270","SI_Urb_23-1161","1","1","1161","10","26","test","","","","","14","778.1","7129.33","","","hd:L, late, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315251","IL2022-13361","22-13361","plot","322888","SI_Urb_23-1162","1","1","1162","11","26","test","","","","","14","828.6","7148.22","","","hd:E, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314841","IL2022-19457","22-19457","plot","322468","SI_Urb_23-1163","1","1","1163","12","26","test","","","","","14","811.77","6194.49","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314943","IL2022-6832","22-6832","plot","322818","SI_Urb_23-1164","1","1","1164","13","26","test","","","","","14","800.11","7016.02","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315606","IL2022-15028","22-15028","plot","322716","SI_Urb_23-1165","1","1","1165","14","26","test","","","","","14","806.59","7422.06","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315419","IL2022-12926","22-12926","plot","323561","SI_Urb_23-1166","1","1","1166","15","26","test","","","","","14","739.26","7837.54","","","hd:E, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314750","IL2022-7266","22-7266","plot","322522","SI_Urb_23-1167","1","1","1167","16","26","test","","","","","14","706.9","7308.75","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315003","IL2022-7876","22-7876","plot","323058","SI_Urb_23-1168","1","1","1168","17","26","test","","","","","14","727.61","7195.43","","","hd:N, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314875","IL2022-8016","22-8016","plot","323461","SI_Urb_23-1169","1","1","1169","18","26","test","","","","","14","731.5","6647.75","","","hd:L, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315146","IL2022-560","22-560","plot","323298","SI_Urb_23-117","1","1","117","22","4","test","","","","","14","739.26","6817.72","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315323","IL2022-14912","22-14912","plot","323824","SI_Urb_23-1170","1","1","1170","19","26","test","","","","","14","723.73","7979.19","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315294","IL2022-2157","22-2157","plot","322469","SI_Urb_23-1171","1","1","1171","20","26","test","","","","","14","723.73","7450.39","","","hd:E, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315211","IL2022-4969","22-4969","plot","322758","SI_Urb_23-1172","1","1","1172","21","26","test","","","","","14","681","7639.24","","","hd:L, late, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315194","IL2022-21528","22-21528","plot","323681","SI_Urb_23-1173","1","1","1173","22","26","test","","","","","14","744.44","7535.37","","","hd:N, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315692","IL2022-8120","22-8120","plot","323528","SI_Urb_23-1174","1","1","1174","23","26","test","","","","","14","723.73","8054.73","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314736","IL2022-14871","22-14871","plot","322635","SI_Urb_23-1175","1","1","1175","24","26","test","","","","","14","740.56","6931.03","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315407","IL2022-20874","22-20874","plot","322671","SI_Urb_23-1176","1","1","1176","25","26","test","","","","","14","721.14","7469.27","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314759","IL2022-720","22-720","plot","323712","SI_Urb_23-1177","1","1","1177","26","26","test","","","","","14","709.49","6723.29","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315546","IL2022-17009","22-17009","plot","323396","SI_Urb_23-1178","1","1","1178","27","26","test","","","","","14","705.6","7601.47","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314640","IL2022-12702","22-12702","plot","323381","SI_Urb_23-1179","1","1","1179","28","26","test","","","","","14","736.67","7516.49","","","hd:E, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314652","IL2022-13558","22-13558","plot","323259","SI_Urb_23-118","1","1","118","23","4","test","","","","","14","735.38","6166.16","","","hd:E, segregating, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322273","IL2022F4S-5503","","plot","323867","SI_Urb_23-1180","1","2","1180","29","26","test","","","","","14","732.79","5184.11","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322175","IL2022F4S-13504","","plot","322621","SI_Urb_23-1181","1","2","1181","30","26","test","","","","","14","703.01","4362.58","","","hd:N, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322081","IL2022F4S-21006","","plot","323428","SI_Urb_23-1182","1","2","1182","31","26","test","","","","","14","662.88","6430.56","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322120","IL2022F4S-4502","","plot","323012","SI_Urb_23-1183","1","2","1183","32","26","test","","","","","14","710.78","4400.36","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322052","IL2022F4S-14002","","plot","322450","SI_Urb_23-1184","1","2","1184","33","26","test","","","","","14","675.82","3871.56","","","hd:L, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321886","IL2022F4S-16501","","plot","322670","SI_Urb_23-1185","1","2","1185","34","26","test","","","","","14","674.53","3701.59","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321989","IL2022F4S-15003","","plot","323471","SI_Urb_23-1186","1","2","1186","35","26","test","","","","","14","656.4","4598.66","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322056","IL2022F4S-17603","","plot","322689","SI_Urb_23-1187","1","2","1187","36","26","test","","","","","14","769.04","4079.3","","","hd:N, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322209","IL2022F4S-14103","","plot","323724","SI_Urb_23-1188","1","2","1188","37","26","test","","","","","14","791.05","6307.81","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322005","IL2022F4S-6805","","plot","323135","SI_Urb_23-1189","1","2","1189","38","26","test","","","","","14","763.86","5977.31","","","hd:L, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315751","IL2022-10178","22-10178","plot","322601","SI_Urb_23-119","1","1","119","24","4","test","","","","","14","699.13","6893.26","","","obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322239","IL2022F4S-14405","","plot","323202","SI_Urb_23-1190","1","2","1190","39","26","test","","","","","14","758.68","5911.21","","","hd:L, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321828","IL2022F4S-13502","","plot","323764","SI_Urb_23-1191","1","2","1191","40","26","test","","","","","14","750.92","5203","","","hd:L, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322108","IL2022F4S-6302","","plot","323519","SI_Urb_23-1192","1","2","1192","41","26","test","","","","","14","797.52","7148.22","","","hd:L (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321725","IL2022F4S-4403","","plot","323582","SI_Urb_23-1193","1","2","1193","42","26","test","","","","","14","797.52","4466.46","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322018","IL2022F4S-13805","","plot","323732","SI_Urb_23-1194","1","2","1194","43","26","test","","","","","14","750.92","7025.46","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322128","IL2022F4S-8503","","plot","322909","SI_Urb_23-1195","1","2","1195","44","26","test","","","","","14","793.64","5429.62","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321885","IL2022F4S-19901","","plot","322433","SI_Urb_23-1196","1","2","1196","45","26","test","","","","","14","772.93","3361.65","","","hd:E, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322188","IL2022F4S-5603","","plot","322478","SI_Urb_23-1197","1","2","1197","46","26","test","","","","","14","769.04","5703.47","","","hd:E, short, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322197","IL2022F4S-15709","","plot","323797","SI_Urb_23-1198","1","2","1198","47","26","test","","","","","14","758.68","5269.1","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322268","IL2022F4S-20902","","plot","323095","SI_Urb_23-1199","1","2","1199","48","26","test","","","","","14","741.85","5486.28","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","315589","IL2022-11205","22-11205","plot","322619","SI_Urb_23-12","1","1","12","13","2","test","","","","","14","791.05","5977.31","","","obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314871","IL2022-15776","22-15776","plot","322948","SI_Urb_23-120","1","1","120","25","4","test","","","","","14","732.79","6987.69","","","obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321925","IL2022F4S-15105","","plot","323571","SI_Urb_23-1200","1","2","1200","49","26","test","","","","","14","791.05","5835.67","","","hd:N, obs:Poor (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321696","IL2022F4S-17903","","plot","323188","SI_Urb_23-1201","1","2","1201","49","27","test","","","","","14","769.04","3427.74","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322203","IL2022F4S-11301","","plot","322798","SI_Urb_23-1202","1","2","1202","48","27","test","","","","","14","740.56","5184.11","","","hd:N, obs:Good (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321663","IL2022F4S-10704","","plot","323812","SI_Urb_23-1203","1","2","1203","47","27","test","","","","","14","789.76","5401.3","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322183","IL2022F4S-9502","","plot","323855","SI_Urb_23-1204","1","2","1204","46","27","test","","","","","14","745.74","4372.03","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321824","IL2022F4S-19903","","plot","323346","SI_Urb_23-1205","1","2","1205","45","27","test","","","","","14","800.11","6430.56","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321767","IL2022F4S-9303","","plot","323883","SI_Urb_23-1206","1","2","1206","44","27","test","","","","","14","793.64","4513.67","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322116","IL2022F4S-13803","","plot","322845","SI_Urb_23-1207","1","2","1207","43","27","test","","","","","14","762.57","4863.05","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322294","IL2022F4S-14905","","plot","323400","SI_Urb_23-1208","1","2","1208","42","27","test","","","","","14","759.98","5193.55","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322158","IL2022F4S-13101","","plot","322645","SI_Urb_23-1209","1","2","1209","41","27","test","","","","","14","737.97","4211.5","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","314787","IL2022-520","22-520","plot","322734","SI_Urb_23-121","1","1","121","26","4","test","","","","","14","728.91","6166.16","","","hd:E, segregating, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322073","IL2022F4S-14809","","plot","323818","SI_Urb_23-1210","1","2","1210","40","27","test","","","","","14","785.87","4702.53","","","hd:E, obs:Normal (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","322191","IL2022F4S-501","","plot","322418","SI_Urb_23-1211","1","2","1211","39","27","test","","","","","14","793.64","6043.41","","","hd:N, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321927","IL2022F4S-15903","","plot","323429","SI_Urb_23-1212","1","2","1212","38","27","test","","","","","14","792.35","5051.91","","","hd:E, obs:Fair (Operator: jrutkoski, Time: )"
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1384","SI_Urb_23","Small increase trial from HR and SPN","CRD","1.3335","3.5814","","","","2023-October-28","2023-July-04","26","Urbana, IL","321678","IL2022F4S-14001","","plot","322559","SI_Urb_23-1213","1","2","1213","37","27","test","","","","","14","791.05","6383.35","","","hd:N, obs:Normal (Operator: jrutkoski, Time: )"
